3,4,4,4,4,4,4,4,4,4,6,4,4,6,6,6,6,6,4,6,3,0
3,4,4,4,4,4,4,4,4,4,6,4,4,6,6,6,6,6,4,6,3,4
3,7,5,5,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,3,7
